Edad,Puntaje Edad,Saturación,Puntaje Saturación,Frecuencia Cardiaca,Puntaje FC,PA Sístole,Puntaje PA Sístole,PA Diástole,Puntaje PA Diástole,Temperatura,Puntaje Temperatura,Puntaje Total,Prioridad
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,26,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,27,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,27,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,26,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,27,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,27,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,38,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,36,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,38,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,40,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,36,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,36,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,38,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,37,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,37,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,36,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,36,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,38,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,36,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,37,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,37,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,35,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,28,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,30,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,32,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,34,II
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,27,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,29,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,31,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,27,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,23,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,25,III
Adulto joven (>=19 y <35 años),0,Hipoxemia severa (<85),15,Normocardia (>=60 y <=100 bpm),0,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,27,III
